orig_image,mask_image
images\revert_vertical_revert_vertical_revert_vertical_OFT_rat03_intact$000010&03_@000055.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_rat03_intact$000010&03_@000055.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_rat03_intact$000010&03_@000255.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_rat03_intact$000010&03_@000255.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_rat03_intact$000010&03_@000275.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_rat03_intact$000010&03_@000275.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_rat03_intact$000010&03_@000290.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_rat03_intact$000010&03_@000290.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_rat03_intact@000595.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_rat03_intact@000595.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_rat03_intact@000726.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_rat03_intact@000726.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_rat03_intact@001341.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_rat03_intact@001341.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_rat03_intact@001457.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_rat03_intact@001457.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_rat03_intact@001702.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_rat03_intact@001702.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_rat03_intact@001837.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_rat03_intact@001837.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_rat03_intact@002308.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_rat03_intact@002308.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_rat03_intact@002438.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_rat03_intact@002438.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_rat03_intact@002548.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_rat03_intact@002548.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_rat03_intact@003274.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_rat03_intact@003274.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_rat03_intact@003645.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_rat03_intact@003645.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_rat03_intact@004000.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_rat03_intact@004000.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_rat04_intact@000240.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_rat04_intact@000240.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_rat04_intact@000486.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_rat04_intact@000486.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_rat04_intact@000721.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_rat04_intact@000721.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_rat04_intact@000862.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_rat04_intact@000862.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_rat04_intact@001097.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_rat04_intact@001097.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_rat04_intact@001463.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_rat04_intact@001463.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_rat04_intact@002060.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_rat04_intact@002060.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_rat05_intact@000250.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_rat05_intact@000250.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_rat05_intact@000486.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_rat05_intact@000486.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_rat05_intact@000862.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_rat05_intact@000862.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_rat05_intact@000957.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_rat05_intact@000957.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_rat05_intact@001589.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_rat05_intact@001589.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_rat05_intact@003018.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_rat05_intact@003018.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_rat05_intact@003479.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_rat05_intact@003479.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_rat06_intact@000386.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_rat06_intact@000386.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_rat06_intact@000726.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_rat06_intact@000726.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_rat06_intact@000877.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_rat06_intact@000877.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_rat06_intact@001087.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_rat06_intact@001087.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_rat06_intact@001355.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_rat06_intact@001355.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_rat06_intact@001594.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_rat06_intact@001594.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_rat06_intact@001714.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_rat06_intact@001714.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_rat06_intact@002571.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_rat06_intact@002571.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_rat06_intact@002812.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_rat06_intact@002812.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_rat06_intact@003805.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_rat06_intact@003805.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_rat08_intact@000245.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_rat08_intact@000245.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_rat08_intact@001117.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_rat08_intact@001117.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_rat08_intact@001208.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_rat08_intact@001208.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_rat08_intact@002692.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_rat08_intact@002692.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_rat08_intact@003920.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_rat08_intact@003920.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_rat08_intact@003950.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_rat08_intact@003950.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_01$000159&03_@000030.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_01$000159&03_@000030.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_01$000159&03_@000074.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_01$000159&03_@000074.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_01$000159&03_@000282.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_01$000159&03_@000282.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_01$000159&03_@000342.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_01$000159&03_@000342.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_01$000159&03_@000643.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_01$000159&03_@000643.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_01$000159&03_@000670.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_01$000159&03_@000670.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_01$000159&03_@000888.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_01$000159&03_@000888.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_01$000159&03_@001115.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_01$000159&03_@001115.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_01$000159&03_@001209.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_01$000159&03_@001209.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_01$000159&03_@001763.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_01$000159&03_@001763.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_01$000159&03_@002466.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_01$000159&03_@002466.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_01$000159&03_@002711.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_01$000159&03_@002711.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_01$000159&03_@002966.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_01$000159&03_@002966.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_01$000159&03_@003179.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_01$000159&03_@003179.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_02$000304&03_@000343.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_02$000304&03_@000343.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_02$000304&03_@001267.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_02$000304&03_@001267.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_02$000304&03_@002100.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_02$000304&03_@002100.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_02$000304&03__000425frame@000030.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_02$000304&03__000425frame@000030.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_03$000343&03_@000393.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_03$000343&03_@000393.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_03$000343&03_@000522.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_03$000343&03_@000522.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_03$000343&03_@001536.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_03$000343&03_@001536.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_03$000343&03_@001628.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_03$000343&03_@001628.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_03$000343&03_@001883.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_03$000343&03_@001883.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_03$000343&03_@002082.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_03$000343&03_@002082.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_03$000343&03_@002512.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_03$000343&03_@002512.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_03$000343&03_@002531.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_03$000343&03_@002531.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_03$000343&03_@003415.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_03$000343&03_@003415.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_04$000339&03_@000143.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_04$000339&03_@000143.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_04$000339&03_@000198.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_04$000339&03_@000198.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_04$000339&03_@000226.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_04$000339&03_@000226.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_04$000339&03_@000356.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_04$000339&03_@000356.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_04$000339&03_@000458.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_04$000339&03_@000458.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_04$000339&03_@000559.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_04$000339&03_@000559.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_04$000339&03_@000601.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_04$000339&03_@000601.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_04$000339&03_@000615.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_04$000339&03_@000615.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_04$000339&03_@000939.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_04$000339&03_@000939.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_04$000339&03_@001559.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_04$000339&03_@001559.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_04$000339&03_@001696.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_04$000339&03_@001696.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_04$000339&03_@001906.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_04$000339&03_@001906.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_04$000339&03_@002165.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_04$000339&03_@002165.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_04$000339&03_@002688.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_04$000339&03_@002688.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_04$000339&03_@002924.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_04$000339&03_@002924.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_04$000339&03_@002961.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_04$000339&03_@002961.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_05$000185&03_@000291.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_05$000185&03_@000291.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_05$000185&03_@000342.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_05$000185&03_@000342.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_05$000185&03_@000564.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_05$000185&03_@000564.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_05$000185&03_@001318.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_05$000185&03_@001318.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_05$000185&03_@001508.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_05$000185&03_@001508.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_05$000185&03_@003928.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_05$000185&03_@003928.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_05$000185&03_@004095.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_05$000185&03_@004095.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_06$000180&03_@000490.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_06$000180&03_@000490.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_06$000180&03_@000666.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_06$000180&03_@000666.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_06$000180&03_@000727.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_06$000180&03_@000727.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_06$000180&03_@001129.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_06$000180&03_@001129.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_06$000180&03_@001286.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_06$000180&03_@001286.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_06$000180&03_@001860.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_06$000180&03_@001860.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_06$000180&03_@001957.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_06$000180&03_@001957.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_06$000180&03_@002068.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_06$000180&03_@002068.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_06$000180&03_@002114.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_06$000180&03_@002114.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_06$000180&03_@002188.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_06$000180&03_@002188.bmp
images\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_06$000180&03_@002327.bmp,masks\revert_vertical_revert_vertical_revert_vertical_OFT_TBI_06$000180&03_@002327.bmp
